designid,created_at,archiveid,wajauserid,status,name,img1,img2,img3,img4,inspo,slots,dyes,dnas,brushes,notes,buyerid,wajaid
70a20d6f-d818-4a6d-aaff-f20b441c6a0b,2025-06-10 02:41:05.87539+00,e6afe3c3-9087-459c-be4b-1d2257277569,298,available,glowing mushrooms forest,https://i.imgur.com/cRCgQfu.png,https://i.imgur.com/QVfDOIu.png,https://i.imgur.com/Lr4D653.png,https://i.imgur.com/6CgIfHH.png,,1,"belly fade, bioluminescence, bioluminescence glow, dalmatian, dalmatian glow, detail, ghost, goblin, hindsight fade, inner ear, left back toes, leg fade, luster, right back toes, smokey eye, soft eye liner, tabby white, tail freckles, underside",mane,"split lower, fade, pied, points, roots, tips",,,
